ticket_id,opened_at,category,subcategory,assignment_group,priority,short_description,work_notes,close_notes,status,business_unit,location,country,state
INC0007082,2025-04-26 09:07,Software,Cross-functional,Application Support,3 - Moderate,Outlook add-in for the line-of-business app missing,The contact add-in disappeared from Outlook. cleared the application cache to restore it.,cleared the application cache; the Outlook add-in loads and emails send. Resolved.,Resolved,Retail Banking,Frankfurt DC,Germany,Hesse
INC0007163,2025-04-27 10:33,Software,Email & Collaboration,Messaging Support,3 - Moderate,Microsoft 365 cannot send for user contact,Checked the distribution list permissions in Exchange admin center. removed and re-added the account and tested.,reset the autocomplete cache; user confirms Outlook working and emails flowing.,Closed Complete,Retail Banking,Frankfurt DC,Germany,Hesse
INC0007037,2025-04-27 12:39,Hardware,Cross-functional,Desktop Support,1 - Critical,New laptop cannot connect to Wi-Fi after reimage,"Reimaged laptop flickering screen on Wi-Fi. Updated the wireless driver, checked the switch port.","replaced the power adapter and checked the switch port. Laptop online, user confirms connectivity.",Closed,Manufacturing,Sydney Hub,Australia,New South Wales
INC0007195,2025-04-28 06:38,Network,Cross-functional,Network Operations,3 - Moderate,VPN login failing - account and connection both checked,VPN password expired; suspected the account. reset the password then renewed the DHCP lease on the VPN client.,reset the password and renewed the DHCP lease. VPN connection authenticates. Closed.,Resolved,Healthcare Services,Toronto Office,Canada,Ontario
INC0007140,2025-04-28 07:53,Hardware,Printing,Desktop Support,3 - Moderate,Cannot print to HP LaserJet - stuck in queue,Inspected the paper tray. power cycled the device to clear the paper jam.,Cleared paper jam after reinstalled the print driver. User confirms output is good.,Closed,Healthcare Services,San Jose Office,United States,California
INC0007130,2025-04-29 14:04,Network,Connectivity,Network Operations,4 - Low,slow speeds over Wi-Fi,Checked the DHCP lease; found a stale entry. renewed the DHCP lease and tested connectivity.,Fixed the switch port. renewed the DHCP lease and verified the network drive maps.,Closed,Retail Banking,San Jose Office,United States,California
INC0007115,2025-04-29 17:32,Software,Cross-functional,Application Support,3 - Moderate,Outlook add-in for the line-of-business app missing,The calendar add-in disappeared from Outlook. pushed the update via SCCM to restore it.,pushed the update via SCCM; the Outlook add-in loads and emails send. Resolved.,Closed,Manufacturing,Sydney Hub,Australia,New South Wales
INC0007142,2025-04-29 20:49,Software,Email & Collaboration,Messaging Support,1 - Critical,User cannot access calendar in Teams,Checked the calendar permissions in Exchange admin center. recreated the Outlook profile and tested.,"Added user to the signature. Verified mail delivery, closing ticket.",Resolved,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0007094,2025-04-30 06:49,Network,Cross-functional,Network Operations,3 - Moderate,VPN login failing - account and connection both checked,VPN forgot password; suspected the account. verified identity per policy then reconnected the VPN client on the VPN client.,verified identity per policy and reconnected the VPN client. VPN connection authenticates. Closed.,Resolved,Retail Banking,Toronto Office,Canada,Ontario
INC0007176,2025-04-30 12:39,Network,Cross-functional,Network Operations,3 - Moderate,VPN login failing - account and connection both checked,VPN MFA not prompting; suspected the account. verified identity per policy then reset the network adapter on the VPN client.,verified identity per policy and reset the network adapter. VPN connection authenticates. Closed.,Closed,Manufacturing,Mumbai Campus,India,Maharashtra
INC0007139,2025-04-30 17:10,Hardware,Printing,Desktop Support,3 - Moderate,Replace print driver on network printer,Driver mismatch causing error 49. power cycled the device and printed a test page.,Replaced the paper tray and cleared the print spooler. Printing restored.,Resolved,Corporate Functions,Manchester Office,United Kingdom,England
INC0007062,2025-05-01 05:39,Hardware,Printing,Desktop Support,4 - Low,print server double-sided not working,Driver mismatch causing double-sided not working. mapped the printer by IP and printed a test page.,Replaced the print queue and mapped the printer by IP. Printing restored.,Closed Complete,Logistics & Supply Chain,Dallas Office,United States,Texas
INC0007041,2025-05-01 16:00,Software,Email & Collaboration,Messaging Support,4 - Low,Outlook Web App duplicate emails for user calendar,Verified the signature configuration. removed and re-added the account to resolve the sync error.,Resolved stuck in outbox after rebuilt the OST file. Mailbox syncing normally.,Closed,Healthcare Services,Frankfurt DC,Germany,Hesse
INC0007110,2025-05-01 20:00,Network,Connectivity,Network Operations,2 - High,cannot connect over Ethernet,Wireless intermittent drops traced to a weak connection. flushed the DNS cache.,"flushed the DNS cache; VLAN stable, user confirms connection restored.",Resolved,Retail Banking,Manchester Office,United Kingdom,England
INC0007085,2025-05-02 05:21,Software,Applications,Application Support,4 - Low,Zoom add-in slow to load,missing add-in traced to a corrupt installation. pushed the update via SCCM and tested launch.,Applied the license and reinstalled the application. Closing ticket.,Closed,Manufacturing,London HQ,United Kingdom,England
INC0007138,2025-05-02 07:17,Security,Identity & Access,Service Desk,4 - Low,MFA not prompting - MFA,MFA issue: access denied. granted the requested permission and tested a sign-in.,granted the requested permission; user confirms login to SSO successful.,Closed,Sales & Marketing,San Jose Office,United States,California
INC0007058,2025-05-02 16:40,Software,Applications,Application Support,4 - Low,Excel plugin license expired,"License request for Zoom. Verified entitlement, ran the installer as admin.",Resolved update failed after ran the installer as admin. User confirms the line-of-business app working.,Closed Complete,Manufacturing,Manchester Office,United Kingdom,England
INC0007133,2025-05-02 19:19,Software,Cross-functional,Application Support,3 - Moderate,Outlook add-in for the line-of-business app missing,The shared inbox add-in disappeared from Outlook. cleared the application cache to restore it.,cleared the application cache; the Outlook add-in loads and emails send. Resolved.,Closed Complete,Manufacturing,Toronto Office,Canada,Ontario
INC0007004,2025-05-03 19:35,Security,Cross-functional,Service Desk,1 - Critical,Password reset so user can sign into Outlook mailbox,User MFA not prompting and could not reach the Outlook mailbox. unlocked the account and rebuilt the OST file.,unlocked the account; user signs in and the mailbox syncs. Resolved.,Closed,Corporate Functions,Sydney Hub,Australia,New South Wales
INC0007124,2025-05-04 03:22,Hardware,Printing,Desktop Support,3 - Moderate,print server streaks on page,Job stuck in the default printer. replaced the toner cartridge and released the job successfully.,Replaced the toner cartridge and mapped the printer by IP. Printing restored.,Resolved,Healthcare Services,Mumbai Campus,India,Maharashtra
INC0007050,2025-05-04 23:19,Network,Cross-functional,Network Operations,2 - High,VPN login failing - account and connection both checked,VPN account locked; suspected the account. verified identity per policy then reconnected the VPN client on the VPN client.,verified identity per policy and reconnected the VPN client. VPN connection authenticates. Closed.,Closed,Healthcare Services,New York Office,United States,New York
INC0007064,2025-05-05 20:52,Security,Identity & Access,Service Desk,3 - Moderate,MFA cannot login,"User cannot login. Verified identity, then re-enrolled MFA in SSO.",Resolved forgot password after added the user to the security group. Access verified.,Closed,Manufacturing,New York Office,United States,New York
INC0007146,2025-05-06 04:47,Security,Identity & Access,Service Desk,1 - Critical,Request license for new starter,needs access on the token. unlocked the account and confirmed login works.,unlocked the account; user confirms login to Active Directory successful.,Closed Complete,Logistics & Supply Chain,Manchester Office,United Kingdom,England
INC0007107,2025-05-06 05:49,Security,Identity & Access,Service Desk,3 - Moderate,account locked - SSO,forgot password on the token. re-enrolled MFA and confirmed login works.,Granted permission and added the user to the security group. Closing per requester confirmation.,Closed Complete,Retail Banking,Toronto Office,Canada,Ontario
